primaryHazard,city,countyCode,county,stateAbbreviation,zipcode,structureType,yearBuilt,estimatedPurchasePrice,insuranceType,ownerType,id
Flooding,Winnetka,31,Cook,IL,60093,Residential,2016,90659,Self-Insured,Individual,4f078aac-cf16-4d98-bc4e-7f24fc40994e
Flooding,Winnetka,31,Cook,IL,60093,Residential,1923,89493,Self-Insured,Individual,c582ee2a-09a9-42a1-9669-99cab95f56b6
Flooding,Winnetka,31,Cook,IL,60093,Residential,2013,76560,Self-Insured,Individual,e194ed9f-127d-4c3e-8555-b189ef1cfb0d
Flooding,Winnetka,31,Cook,IL,60093,Residential,1956,35284,Self-Insured,Individual,7760f89b-664e-407a-8bab-8b3535262aa2
Flooding,Winnetka,31,Cook,IL,60093,Residential,2004,88965,Self-Insured,Individual,753eaf3e-2886-41c6-821d-1c976f14baf1
Flooding,Winnetka,31,Cook,IL,60093,Residential,1965,66888,Self-Insured,Individual,c5abc703-9ffa-40c3-a8b1-493be5dbcb3d
Flooding,Winnetka,31,Cook,IL,60093,Residential,1941,93774,Self-Insured,Individual,d996f0d5-93cc-4cd4-ac9d-bed4b5a6357f
Flooding,Winnetka,31,Cook,IL,60093,Residential,1938,92025,Self-Insured,Estate/Trust,86f13739-5f03-4ddc-afdd-a7aadfbd40b0
Flooding,Winnetka,31,Cook,IL,60093,Residential,1918,80968,Self-Insured,Individual,b982986b-e065-4035-abd0-9f42e29bb7a9
Flooding,Winnetka,31,Cook,IL,60093,Residential,1968,125779,Self-Insured,Individual,158340e7-7557-4365-8f7b-a8c5e354e602
Flooding,Winnetka,31,Cook,IL,60093,Residential,1964,52807,Self-Insured,Individual,51d6a7bf-1e6c-4a42-be88-bc7fdea12f83
Flooding,Winnetka,31,Cook,IL,60093,Residential,1965,49838,Self-Insured,Individual,50156bf7-be92-4f8e-a514-8ed47a7ce32d
Flooding,Winnetka,31,Cook,IL,60093,Residential,1963,51641,Self-Insured,Individual,7a1c87ef-e2a9-4024-877e-5f7a5c35c845
Flooding,Winnetka,31,Cook,IL,60093,Residential,1935,78090,Self-Insured,Estate/Trust,3c932757-bb5f-4db5-8c03-4fb8ba440a0f
Flooding,Winnetka,31,Cook,IL,60093,Residential,1962,33426,Self-Insured,Individual,a0ea837d-805f-4412-beb9-e76626c3df35
Flooding,Winnetka,31,Cook,IL,60093,Residential,1964,70968,Self-Insured,Individual,6ff4b11b-09f9-45ce-93bc-e8536b72e7c6
Flooding,Winnetka,31,Cook,IL,60093,Residential,1960,72753,Self-Insured,Individual,82027341-b7c9-4801-bda8-13c685b459de
Flooding,Winnetka,31,Cook,IL,60093,Residential,1965,59128,Self-Insured,Individual,c5a90b63-3379-49df-a8e4-2a240b3a61d0
Flooding,Winnetka,31,Cook,IL,60093,Residential,1965,68727,Self-Insured,Estate/Trust,280efac0-bd23-48b2-8947-98aa120351b8
Flooding,Winnetka,31,Cook,IL,60093,Residential,1962,66706,Self-Insured,Individual,9de5c2af-b3e8-437b-a223-1461806071c9
Flooding,Winnetka,31,Cook,IL,60093,Residential,1940,57689,Self-Insured,Individual,b9fc899e-4d61-4dce-97e8-25fb7eee1620
Flooding,Winnetka,31,Cook,IL,60093,Residential,1952,76633,Self-Insured,Estate/Trust,1c709647-69b0-4784-937f-450c9b477015
Flooding,Winnetka,31,Cook,IL,60093,Residential,1956,48344,Self-Insured,Individual,22f8a536-7a8f-480d-896b-6bbb663018d2
Flooding,Winnetka,31,Cook,IL,60093,Residential,1955,54483,Self-Insured,Individual,c96203bf-293b-4226-ab89-816111dab949
Flooding,Winnetka,31,Cook,IL,60093,Residential,1961,55867,Self-Insured,Individual,8d6027e5-a47c-4d01-9dcd-5df839e3f7ac
Flooding,Winnetka,31,Cook,IL,60093,Residential,2006,99275,Self-Insured,Estate/Trust,537ad4d4-ae79-4366-8bfd-cd397f267538
Flooding,Winnetka,31,Cook,IL,60093,Residential,2005,103993,Self-Insured,Individual,84bfd93f-a2ee-4e06-a305-c0e22b4ccd1e
Flooding,Winnetka,31,Cook,IL,60093,Residential,1941,67106,Self-Insured,Individual,fb4c252b-c79a-42f6-9871-30f1b99493db
Earthquake,Seattle,33,King,WA,98105,Education,1910,1436590,Self-Insured,Government,7df9f08c-111b-437a-8012-a9652fde9cb1
Flooding,Wheaton,43,DuPage,IL,60187,Residential,1956,59443,,Individual,bbcbb231-62c9-4daa-835a-63dc8bf9ea1f
Flooding,Pequannock,27,Morris,NJ,7440,Residential,1945,184719,NFIP Insurance,Individual,b9f1be79-7453-4ccf-8208-f100b55b9df9
Flooding,Wheaton,43,DuPage,IL,60187,Residential,2004,59443,,Individual,942ef630-0303-46ec-8574-a83da76112a9
Flooding,Wheaton,43,DuPage,IL,60187,Residential,1950,59443,,Individual,7883d7d7-61fe-4952-a8c1-a41ae63929f8
Flooding,Wheaton,43,DuPage,IL,60187,Residential,1950,59443,,Individual,e951aabd-068b-4199-93b2-a97a890a107f
Flooding,Wheaton,43,DuPage,IL,60187,Residential,1950,59443,,Individual,bcdbd538-c149-4973-a56b-561c1772a6a6
Flooding,Manahawkin,29,Ocean,NJ,8050,Residential,1971,257886,NFIP Insurance,Individual,8ea8911e-6092-499d-ace7-e70159994bc2
Flooding,Wheaton,43,DuPage,IL,60187,Residential,1950,59443,,Individual,a0e4995a-15e7-4d0e-aba0-57c37c2e89ab
Flooding,Wheaton,43,DuPage,IL,60187,Residential,1950,59443,,Individual,57ba9fe5-e06c-48c1-8b0c-905c308a04b0
Flooding,Wheaton,43,DuPage,IL,60187,Residential,1950,59443,,Individual,8df51b12-66a0-407f-a1b0-bccca8ad23c5
Flooding,Wheaton,43,DuPage,IL,60187,Residential,1956,59443,,Individual,6ee3a3e2-4a55-4e90-9273-6600d7cf8849
Flooding,Wheaton,43,DuPage,IL,60187,Residential,1956,59443,,Individual,080bcfcd-85c4-4b86-8e0b-1fc3e0fc8a19
Flooding,Wheaton,43,DuPage,IL,60187,Residential,1956,59443,,Individual,2113a864-8438-47e0-8384-2d677bbc572e
Infrastructure failure,Philadelphia,101,Philadelphia,PA,19137,Wastewater,1923,104885040,Self-Insured,Government,076f3af4-dbc3-4c55-89e3-2dbffe3edcec
Flooding,Edmond,109,Oklahoma,OK,73012,Transportation,1983,10069194,,Government,be2ba9bf-7351-4a44-a4ee-2332d5eb89d1
Severe storm,Wilson,195,Wilson,NC,27893,Commercial,1964,3000000,,Corporation,416d7c5f-3be6-4444-8b05-8e62d403c0a9
Severe storm,Maxton,155,Robeson,NC,,Water (potable),1981,1624590,Private Insurance,Government,e7dda7c5-d95e-4843-886d-d7916429866f
Severe storm,Philadelphia,101,Philadelphia,PA,19129,Water (potable),2009,8512688,Self-Insured,Government,0f930f28-e49a-4b28-a33c-a9e704adf690
Infrastructure failure,Leland,19,Brunswick,NC,28451,Wastewater,1999,1350000,Private Insurance,Government,5d114829-38d1-488e-a6f0-3c38d8888f15
Flooding,Slidell,103,St. Tammany,LA,70458,Residential,1965,163000,NFIP Insurance,Individual,6dfb0f9b-b520-4d1e-8ff3-586d1e60d2ac
Infrastructure failure,Rock Hill,91,York,SC,29732,Energy,1945,632958,,Government,b54b7bd2-93ae-4a26-8151-2e6980ef235c
Infrastructure failure,Rock Hill,91,York,SC,29732,Energy,1976,452113,,Government,03ecb6dc-d452-4346-ae2c-7324a9228a89
Infrastructure failure,Rock Hill,91,York,SC,29730,Energy,1930,581288,,Government,afdea0b3-f115-410f-816f-274d3d8168c3
Infrastructure failure,Rock Hill,91,York,SC,29732,Energy,1927,865473,,Government,d456f26c-666b-456a-9ff8-2506819ca3f9
Infrastructure failure,Rock Hill,91,York,SC,29730,Energy,1927,271268,,Government,72c54f9a-efc5-4c92-847d-2f10fa1a9069
Infrastructure failure,Rock Hill,91,York,SC,29730,Energy,1927,374608,,Government,2b2ae9fc-a544-4a2d-91e9-ad276d6a335b
Infrastructure failure,Northfield,1,Atlantic,NJ,8225,Government,1920,125000,Self-Insured,Government,2cf52a29-b270-4106-8e1c-90c554f41057
Tropical cyclone (Hurricane/Typhoon),"Bayboro, Oriental and Reelsboro",137,Pamlico,NC,28515,Wastewater,1986,9700000,Private Insurance; Self-Insured,Government,eed9f471-44ba-4c64-b3a1-268cd9624e17
Infrastructure failure,Kenansville,61,Duplin,NC,28349,Wastewater,1970,1000000,Private Insurance,Government,32cbd063-7f89-4709-9254-96d5f9aa6591
Flooding,Slidell,103,St. Tammany,LA,70458,Residential,1979,272800,NFIP Insurance,Individual,044c0a10-519d-47d3-98f0-7bcea4d2134a
Flooding,Slidell,103,St. Tammany,LA,70458,Residential,1975,317050,NFIP Insurance,Individual,641720e9-f49c-42ed-a3a2-11a220b7a5ff
Flooding,Slidell,103,St. Tammany,LA,70458,Residential,1964,135375,NFIP Insurance,Individual,9e758c56-cc66-4633-9714-5a80fd09771e
Flooding,Slidell,103,St. Tammany,LA,70458,Residential,1980,169700,NFIP Insurance,Individual,9afae33a-095f-43a6-a1d9-10be9944f3b8
Flooding,Newark,13,Essex,NJ,,Transportation,1973,24250440,Self-Insured,Government,d201d680-8fb2-43c6-8a9f-139b94937df0
Flooding,Atlantic City,1,Atlantic,NJ,8401,Residential,1900,175187,NFIP Insurance,Individual,aa28e89e-2eda-41ea-a88b-13b8b10233ee
Flooding,Brigantine,1,Atlantic,NJ,8203,Residential,1960,253410,NFIP Insurance,Individual,5297ea24-fe32-4f3f-b0a0-c4cbe2cfb52d
Flooding,Indianapolis,97,Marion,IN,,Transportation,1965,8892764,Private Insurance,Government,55bd7d96-eaf0-4037-91d6-dd003df81e2e
Flooding,Margate,3,Bergen,NJ,8402,Residential,1945,278763,NFIP Insurance,Individual,b57ae381-e3bf-4576-842e-b9bdc0a2c6b3
Flooding,Conway,51,Horry,SC,29526,Residential,1966,319500,Private Insurance,Individual,e6b204ca-3093-4b99-97c9-d995f326d82a
Infrastructure failure,Vidalia,29,Concordia,LA,71334,Wastewater,1999,5050727,,Government,23fe8333-3224-46b8-8443-0febf6cd3d74
Flooding,Houston,201,Harris,TX,77008,Residential,1929,154767,NFIP Insurance,Individual,38eb9567-3c9b-4395-a010-3f49d69db1a9
Flooding,Houston,201,Harris,TX,77008,Residential,1955,188722,NFIP Insurance,Individual,d3a5941c-9394-4c09-8ce3-0fbf11ffe762
Flooding,Houston,201,Harris,TX,77022,Residential,1969,175068,NFIP Insurance,Individual,38eebc60-35c2-4d81-91d6-a651596bffe6
Flooding,Harvey,31,Cook,IL,60426,Residential,1897,136667,,Individual,035db8a5-1a55-41be-a046-c9cb453452f1
Flooding,Harvey,31,Cook,IL,60426,Residential,1897,136667,,Individual,c20b1934-f5b0-4eaa-bebf-de86e28ee3d2
Flooding,Harvey,31,Cook,IL,60426,Residential,1920,136667,,Individual,60be19f2-bc4b-46c5-831c-81babbca6f06
Flooding,Houston,201,Harris,TX,77026,Residential,1965,118675,NFIP Insurance,Individual,f748fab3-370f-4635-9c9f-546535b35390
Flooding,Harvey,31,Cook,IL,60426,Residential,1920,136667,,Business,d14d0dcd-d0e8-4033-a77f-cd6e1a2e4cf9
Flooding,Houston,201,Harris,TX,77081,Residential,1949,173050,NFIP Insurance,Individual,aed61c49-7b87-4f60-9afa-cf3e475682ba
Flooding,Houston,201,Harris,TX,77088,Residential,1968,137314,NFIP Insurance,Individual,82a901f7-4cbb-49b2-ba94-d5748c68be93
Flooding,Louisville,111,Jefferson,KY,40299,Residential,1940,529140,NFIP Insurance,Individual,80b21ae2-bc0c-45e8-94e1-116141335bb2
Flooding,Houston,201,Harris,TX,77080,Residential,1972,223401,NFIP Insurance,Individual,a1f91551-8997-4558-aed0-9076b0144dc1
Flooding,Houston,201,Harris,TX,77028,Residential,1950,243046,NFIP Insurance,Individual,cd5e0ab6-074c-4ecc-b6e3-68b13752b02f
Flooding,Harvey,31,Cook,IL,60426,Residential,1897,136667,,Individual,320c52ea-4810-41a7-893f-f440801261a4
Flooding,Harvey,31,Cook,IL,60426,Residential,1893,136667,,Business,38474994-5f0f-45e0-a03a-8a20c5b3e4c5
Flooding,Harvey,31,Cook,IL,60246,Vacant land,,61400,,Individual,185fea31-a6ec-414b-b8a4-5eb867bb2481
Flooding,Harvey,31,Cook,IL,60426,Vacant land,,61400,,Individual,332361ed-4cf8-4c69-85a6-b55b5f104744
Flooding,Harvey,31,Cook,IL,60426,Vacant land,,61400,,Individual,976320f9-cd2c-43d1-a1c6-b93db83660d7
Flooding,Harvey,31,Cook,IL,60426,Vacant land,,61400,,Individual,0c1ca4fb-ab6b-4efd-bc1a-f8c7c8cefa71
Flooding,Nassau Bay/Houston,201,Harris,TX,77058,Residential,1963,478920,NFIP Insurance,Individual,696cdd4f-87b1-49d4-b41f-c0e60e423ca9
Flooding,Nassau Bay/Houston,201,Harris,TX,77058,Residential,1974,271670,NFIP Insurance; Private Insurance,Individual,1f1f6acc-2383-49e8-a1c6-fb8db017e9e5
Dam/Levee break,Provo,49,Utah,UT,,Water/flood,1983,57526498,,Government,15a77f8d-0548-4a23-90e5-0a4803541400
Flooding,louisville,111,Jefferson,KY,40211,Water/flood,1952,15700000,Private Insurance; Self-Insured,Government,42247640-4367-489f-978e-1f9215c37244
Flooding,Stamford,1,Fairfield,CT,6902,Wastewater,1969,1440000,Self-Insured,Government,de6aceba-0c8c-4b4f-a894-0a862fc05986
Flooding,Stamford,1,Fairfield,CT,6902,Wastewater,1969,920000,Self-Insured,Government,543002e0-b9da-4037-9d60-aea6fce451f4
Flooding,Houston,201,Harris,TX,77037,Residential,1969,160347,NFIP Insurance,Individual,f473834e-72db-4898-97f7-38884ca2fe0a
Flooding,Houston,201,Harris,TX,77090,Residential,1973,383863,NFIP Insurance,Individual,732b4a73-c3e3-4e1f-8f89-5b3ba27ff2b1
Flooding,Houston,201,Harris,TX,77070,Residential,1976,439148,NFIP Insurance,Individual,220645cb-5f8b-4e72-8ee5-51017c19621c
Flooding,Houston,201,Harris,TX,77089,Residential,1966,275304,NFIP Insurance,Individual,df2ba877-ade8-4566-8ed9-1f696150e09a
Flooding,Cypress,201,Harris,TX,77429,Residential,1976,473793,NFIP Insurance,Individual,7eacae64-f5cc-47f5-8971-2d72c8337653
Flooding,Channelview,201,Harris,TX,77530,Residential,1969,293250,NFIP Insurance,Individual,b7b9232f-2db1-457b-9045-172bb595f3af
Flooding,Houston,201,Harris,TX,77049,Residential,1975,210096,NFIP Insurance,Individual,0504afd3-a444-42b8-8f96-8798f11f4a04
Flooding,Houston,201,Harris,TX,77049,Residential,1976,449947,NFIP Insurance,Individual,fecbd455-fcb3-4531-83f2-eb4e2fb48693
Flooding,Houston,201,Harris,TX,77088,Residential,1969,328073,NFIP Insurance,Individual,ae92551a-7397-4232-b43b-8fd75d3f5e3c
Flooding,Houston,201,Harris,TX,77088,Residential,1969,312055,NFIP Insurance,Individual,16668cac-f288-4961-9249-0b7e8a48c346
Flooding,Spring,201,Harris,TX,77373,Residential,1973,214080,NFIP Insurance,Individual,44326a11-3c94-4a2a-9582-99ea1faa227e
Flooding,Humble,201,Harris,TX,77396,Residential,1947,272708,NFIP Insurance,Individual,bdec37a4-3903-473c-996e-b9cb0191e7af
Flooding,Houston,201,Harris,TX,77037,Residential,1965,221314,NFIP Insurance,Individual,374d3fd8-180e-41b1-89ba-157b8cb2ebf8
Severe storm,San Antonio,29,Bexar,TX,78253,Water (potable),1974,13205442,Self-Insured,Corporation,34c8638c-55fe-4027-bd1f-f2ade7f5df05
Flooding,Orange,361,Orange,TX,77630,Residential,1995,213045,NFIP Insurance,Individual,78605a08-89ca-4d95-88dc-a386ae4023ee
Flooding,Beaumont,245,Jefferson,TX,77705,Residential,1967,130600,NFIP Insurance,Individual,72f77bd2-aeb4-4a73-916e-2d3ed72089f7
Flooding,Beaumont,245,Jefferson,TX,77705,Residential,1968,178795,NFIP Insurance,Individual,d864a6f2-9d7b-47f5-b13c-302c7cfc8127
Flooding,Hamshire,245,Jefferson,TX,77622,Residential,1978,238645,NFIP Insurance,Individual,7133ff12-0961-49d8-87b0-0f39e5f6c50a
Flooding,Beaumont,245,Jefferson,TX,77705,Residential,1988,229720,NFIP Insurance,Individual,0c4c39ec-4b62-4bb8-8111-ed51644dab02
Flooding,Winnie,245,Jefferson,TX,77665,Residential,1968,189925,NFIP Insurance,Individual,4a4c8f7b-c4f9-452c-a421-d32e4c00abd9
Flooding,Hamshire,245,Jefferson,TX,77622,Residential,1962,121960,NFIP Insurance,Individual,015f9c08-7aed-4a7b-8abf-93c79c2dd3ad
Flooding,Beaumont,245,Jefferson,TX,77705,Residential,1967,87040,NFIP Insurance,Individual,d250b096-1960-46b6-b24d-a9f53c559be4
Flooding,Bridge City,361,Orange,TX,77611,Residential,1962,126750,NFIP Insurance,Individual,fd1aef41-6dd1-4377-8c14-6a6dd7e69109
Flooding,Bridge City,361,Orange,TX,77611,Residential,1964,121095,NFIP Insurance,Individual,a9add1e0-cf8e-4039-92d3-138c900ae364
Severe storm,Coventry,13,Tolland,CT,6238,Education,1961,211438,Private Insurance,Government,8da6a2df-c710-41d3-a54e-b5373f17d3a8
Severe storm,Coventry,13,Tolland,CT,6238,Government,1999,15056,Private Insurance,Government,3fe503aa-16e0-45c3-8039-66a89335f481
Severe storm,Coventry,13,Tolland,CT,6238,Residential,1979,67468,Private Insurance,Government,dc77caab-f7a8-4c7c-911d-faa183cc576c
Severe storm,Coventry,13,Tolland,CT,6238,Energy,2024,557941,,Government,88449d4c-63bb-47b2-8c0c-ab8ada108085
Flooding,Jersey Village,201,Harris,TX,77040,Residential,1992,11073,,Individual,b8a4d091-0b47-48a7-b166-c0162f7e4e8c
Flooding,Jersey Village,201,Harris,TX,77040,Residential,1976,11073,,Individual,24afeae0-376b-48d8-b3ce-deeb06efc907
Flooding,Jersey Village,201,Harris,TX,77040,Residential,1976,11073,,Individual,112e56b5-5727-41b6-8c68-1c746b5145c7
Flooding,Jersey Village,201,Harris,TX,77040,Residential,1977,11073,,Individual,df71ed63-f4cf-406f-854e-c875b740a3d7
Flooding,Jersey Village,201,Harris,TX,77040,Residential,1998,11073,,Individual,cf10c517-0353-4878-a847-28558329b212
Flooding,Jersey Village,201,Harris,TX,77040,Residential,1995,11073,,Individual,01a019e9-34d6-4b87-8206-b92bfad1c00d
Flooding,Jersey Village,201,Harris,TX,77040,Residential,1959,11073,,Individual,b88dc707-3be5-424b-bdc1-ace1e09e04dc
Flooding,Jersey Village,201,Harris,TX,77040,Residential,1987,11073,,Individual,3346b9fb-395c-4afc-ac4e-1226704bd26b
Flooding,Jersey Village,201,Harris,TX,77040,Residential,1979,11073,,Individual,6c4cf0b6-93f1-43ad-94b7-3e0e2fe0a6b3
Flooding,Jersey Village,201,Harris,TX,77040,Residential,1965,11073,,Individual,6154ddfe-46fc-413c-8164-7a2f9b65d586
Flooding,Jersey Village,201,Harris,TX,77040,Residential,1982,11073,,Individual,e77b1a77-1870-460a-93bc-b5543fcdca5d
Flooding,Jersey Village,201,Harris,TX,77040,Residential,1971,11073,,Individual,5226482b-76cf-4da1-a495-044ec93aea49
Flooding,Jersey Village,201,Harris,TX,77040,Residential,1958,11073,,Individual,e7e40b37-0dc9-465b-9c0f-e87930f8b443
Flooding,Jersey Village,201,Harris,TX,77040,Residential,1979,11073,,Individual,bf2d6a4b-f3af-41c1-a0bf-165703e59b5b
Flooding,Jersey Village,201,Harris,TX,77040,Residential,1989,11073,,Individual,26c68991-3cfb-4b8d-a463-fde6487f81ea
Flooding,Jersey Village,201,Harris,TX,77040,Residential,1973,11073,,Individual,35b80de6-ad70-4f49-8664-bf7983fa9dce
Flooding,Jersey Village,201,Harris,TX,77040,Residential,1984,11073,,Individual,cb6a644b-d419-44c6-b59b-92ff78c3716a
Flooding,Jersey Village,201,Harris,TX,77040,Residential,1997,11073,,Individual,093c4e04-3977-4b5a-a709-68a43517835d
Flooding,Jersey Village,201,Harris,TX,77040,Residential,1985,11073,,Individual,7081eb3f-5b3b-4127-ae59-7e761101fc91
Flooding,Jersey Village,201,Harris,TX,77040,Residential,1982,11073,,Individual,4da2d14b-7cd6-4948-b6b7-fb02a9bfd0a8
Flooding,Jersey Village,201,Harris,TX,77040,Residential,1982,11073,,Individual,958e8611-e98a-41cb-9e82-402d59578495
Flooding,Jersey Village,201,Harris,TX,77040,Residential,1979,11073,,Individual,b7a528b9-1b70-435e-bcd2-b7153d68d610
Flooding,Jersey Village,201,Harris,TX,77040,Residential,1978,11073,,Individual,76bbdc21-cab9-491a-a316-068d2695d29c
Flooding,Jersey Village,201,Harris,TX,77040,Residential,1988,11073,,Individual,8c593f4b-8c78-4f7c-b0e5-01c42301a2dd
Flooding,Jersey Village,201,Harris,TX,77040,Residential,1958,11073,,Individual,43d80686-f71d-4d49-a0cb-8a96cc9540f7
Flooding,Jersey Village,201,Harris,TX,77040,Residential,1976,11073,,Individual,180b03c8-9e78-4e2d-b267-2278113301f0
Flooding,Jersey Village,201,Harris,TX,77040,Residential,1978,11073,,Individual,98967a9f-b11b-41ca-99c6-b38db1f8384d
Flooding,Jersey Village,201,Harris,TX,77040,Residential,1978,11073,,Individual,1946a7e7-3660-470b-8734-14170ae6fe36
Flooding,Jersey Village,201,Harris,TX,77040,Residential,1983,11073,,Individual,2955a662-efd9-444f-9f22-5b7d7a16cd58
Flooding,Jersey Village,201,Harris,TX,77040,Residential,1976,11073,,Individual,3d603d80-4018-4163-a409-e441445c21d1
Flooding,Jersey Village,201,Harris,TX,77040,Residential,1988,11073,,Individual,2f728b37-65a3-4c9d-b740-cc0ae7f341bc
Flooding,Jersey Village,201,Harris,TX,77040,Residential,1986,11073,,Individual,32a8a49f-5828-4252-9170-beb9f7e4731f
Flooding,Jersey Village,201,Harris,TX,77040,Residential,1982,11073,,Individual,ec7bf96e-907c-4856-b802-72f498e15c85
Flooding,Jersey Village,201,Harris,TX,77040,Residential,1976,11073,,Individual,d3efdd0f-b1b8-4173-9b97-34dc2b0532de
Flooding,Jersey Village,201,Harris,TX,77040,Residential,1982,11073,,Individual,1233eb0b-09ec-42b1-b684-3747a065c06a
Flooding,Jersey Village,201,Harris,TX,77040,Residential,1979,11073,,Individual,f0475929-1e7c-421b-b8aa-86e5ff137c64
Flooding,Jersey Village,201,Harris,TX,77040,Residential,1973,11073,,Individual,fb254d64-d10e-44d1-ac13-80b586847614
Flooding,Jersey Village,201,Harris,TX,77040,Residential,1983,11073,,Individual,61b94508-10a6-4811-ae44-e90ae6372a9b
Flooding,Jersey Village,201,Harris,TX,77040,Residential,1952,11073,,Individual,ff108f65-993c-47dd-a6d3-9f9c2306a43c
Flooding,Jersey Village,201,Harris,TX,77040,Residential,1976,11073,,Individual,0b47887d-e8b5-4b7c-b2c5-244e8643504a
Flooding,Jersey Village,201,Harris,TX,77040,Residential,1981,11073,,Individual,1cf1f73c-17d4-43fd-9cfc-173457b28ca0
Flooding,Jersey Village,201,Harris,TX,77040,Residential,1984,11073,,Individual,b393cca1-f6df-4362-82f2-75e1ad1d3288
Flooding,Jersey Village,201,Harris,TX,77040,Residential,1983,11073,,Individual,441e2a54-f20a-4fbe-b121-ce9f157b60ea
Flooding,Jersey Village,201,Harris,TX,77040,Residential,1977,11073,,Individual,f233bbf2-f751-4df8-b381-f730b469a0a0
Flooding,Jersey Village,201,Harris,TX,77040,Residential,1990,11073,,Individual,035b5f5f-1c1c-44c9-8a16-ef2239218432
Flooding,Jersey Village,201,Harris,TX,77040,Residential,1981,11073,,Individual,e578f348-7d2d-4a5a-83b4-6ec0f0c8abd6
Flooding,Jersey Village,201,Harris,TX,77040,Residential,1979,11073,,Individual,a37a47b6-c646-43ac-a4ab-58515baf09d4
Flooding,Jersey Village,201,Harris,TX,77040,Residential,1982,11073,,Individual,581bfc42-872c-43d8-9ea4-c8f08e98f555
Flooding,Jersey Village,201,Harris,TX,77040,Residential,1977,11073,,Individual,3ffe0b44-8c39-467f-b4f4-2c7e69b40a82
Flooding,Jersey Village,201,Harris,TX,77040,Residential,1971,11073,,Individual,fffb043e-bdc0-4534-869d-e67ce1ab9f86
Flooding,Jersey Village,201,Harris,TX,77040,Residential,1977,11073,,Individual,2fcad0e2-c176-4adb-adc2-f002c13c4076
Flooding,Jersey Village,201,Harris,TX,77040,Residential,1976,11073,,Individual,91e1b2d8-1114-46fb-9a18-8e9582767a0d
Flooding,Jersey Village,201,Harris,TX,77040,Residential,1957,11073,,Individual,b8c25cb6-229e-46db-b3a6-b372d1fe1ba7
Flooding,Jersey Village,201,Harris,TX,77040,Residential,1978,11073,,Individual,fc2585ec-068c-4d82-b133-f7a984ea3bcb
Flooding,Jersey Village,201,Harris,TX,77040,Residential,1976,11073,,Individual,d3d5bca3-7e88-41e5-a2f2-8f8d8190486a
Flooding,Jersey Village,201,Harris,TX,77040,Residential,1955,11073,,Individual,c900aa18-e418-45c1-85e7-b78f5ec7ce14
Flooding,Jersey Village,201,Harris,TX,77040,Residential,1973,11073,,Individual,b057b0ba-fa4d-48c7-8ef0-ed130ef8c4d2
Flooding,Jersey Village,201,Harris,TX,77040,Residential,1978,11073,,Individual,ec5da2ff-3e64-4b35-a9ee-228e146a21bc
Flooding,Jersey Village,201,Harris,TX,77040,Residential,1976,11073,,Individual,aed4b598-23c5-4b36-a9cf-a9ad504fa350
Flooding,Jersey Village,201,Harris,TX,77040,Residential,1976,11073,,Individual,402a487e-8bb4-4fe1-9663-91586b683f56
Flooding,Jersey Village,201,Harris,TX,77040,Residential,1979,11073,,Individual,e76ab111-5c9f-4181-9e90-2f04236c9505
Flooding,Jersey Village,201,Harris,TX,77040,Residential,1978,11073,,Individual,1b3454d0-302c-4c47-8098-5c11417d367f
Flooding,Jersey Village,201,Harris,TX,77040,Residential,1970,11073,,Individual,a6533422-ccae-4606-85aa-984e8fe0c9e3
Flooding,Jersey Village,201,Harris,TX,77040,Residential,1976,11073,,Individual,07c71485-1b2b-4a7c-83e3-cad2486340c2
Flooding,Jersey Village,201,Harris,TX,77040,Residential,1993,11073,,Individual,41bc4498-77f8-4a6f-bba4-1427bdda4e60
Flooding,Jersey Village,201,Harris,TX,77040,Residential,1976,11073,,Individual,646b5bcf-8283-4e64-b061-a219fba5548d
Flooding,Jersey Village,201,Harris,TX,77040,Residential,1976,11073,,Individual,8b9a3ada-24d5-44e6-a456-06778bfc3343
Flooding,Jersey Village,201,Harris,TX,77040,Residential,1982,11073,,Individual,f45e0108-277f-4e54-8ca2-e89b79f20c9c
Flooding,Jersey Village,201,Harris,TX,77040,Residential,1976,11073,,Individual,91f2d61e-ffa1-4ae4-90de-439418d74be8
Flooding,Jersey Village,201,Harris,TX,77040,Residential,1971,11073,,Individual,4f0a6846-c7a8-4066-bb17-1a512d158a26
Flooding,Jersey Village,201,Harris,TX,77040,Residential,1978,11073,,Individual,1750a3c8-bf4f-49ce-83be-d7fe759079ef
Flooding,Jersey Village,201,Harris,TX,77040,Residential,1976,11073,,Individual,6d459266-dbb5-4f9c-9663-5c5629a9d115
Flooding,Jersey Village,201,Harris,TX,77040,Residential,1976,11073,,Individual,7db58b2f-8388-44ff-8999-6bc12fbd0adb
Flooding,Jersey Village,201,Harris,TX,77040,Residential,1976,11073,,Individual,522b743d-0076-479e-9725-77eb759ca395
Flooding,Jersey Village,201,Harris,TX,77040,Residential,1978,11073,,Individual,2f682702-ff95-4190-af7b-cb012bd42b72
Flooding,Jersey Village,201,Harris,TX,77040,Residential,1975,11073,,Individual,00afbdf3-b07f-4c3b-a7f2-e1c9923967da
Flooding,Jersey Village,201,Harris,TX,77040,Residential,1976,11073,,Individual,a4bf5281-162b-4952-a846-71e131513736
Flooding,Jersey Village,201,Harris,TX,77040,Residential,1982,11073,,Individual,7b641285-df56-4fea-a610-1d518a2f2c2b
